dummy,first,second,Grid,Lat,Long
,343216,445233,SD4321645233,53.900138,-2.8656789
,396115,858370,NJ9611558370,57.615296,-2.0666877
,256300,645000,NS5630045000,55.677154,-4.2867777
,562450,175735,TQ6245075735,51.457287,0.33684857
,303400,284070,SO0340084070,52.446023,-3.4227181
,448125,511235,NZ4812511235,54.494172,-1.2585209
,438490,549675,NZ3849049675,54.84042,-1.4022142
,358500,486900,SD5850086900,54.27605,-2.6388196
,520325,440375,TA2032540375,53.845686,-0.17256627
,137480,952680,NB3748052680,58.383556,-6.4930206
,293295,308953,SH9329508953,52.667751,-3.5793487
,289760,681885,NS8976081885,56.017162,-3.7699948
,304160,279920,SO0416079920,52.40886,-3.4103485
,524497,429743,TA2449729743,53.749196,-0.113482
,404000,430500,SE0400030500,53.770827,-1.9407922
,395137,834738,NJ9513734738,57.403013,-2.0825753
,349243,856794,NJ4924356794,57.598292,-2.8508566
,478022,435199,SE7802235199,53.807242,-0.81668283
,345084,186873,ST4508486873,51.578031,-2.7938831
,390530,422527,SD9053022527,53.699092,-2.1449114
,229012,580345,NX2901280345,55.08799,-4.6806616
,298295,648984,NS9829548984,55.723559,-3.620787
,246810,654150,NS4681054150,55.75639,-4.4426693
,289269,662272,NS8926962272,55.840915,-3.7698174
,327494,955985,ND2749455985,58.48602,-3.2452537
,330035,996335,ND3003596335,58.848732,-3.2142128
,372896,780078,NO7289680078,56.91123,-2.4467248
,325800,947400,ND2580047400,58.408651,-3.2715145
,200000,70000,SX0000070000,50.495576,-4.8212643
,362283,1023560,HY6228323560,59.097253,-2.660079
,324500,748500,NO2450048500,56.622246,-3.2320123
,248500,74500,SX4850074500,50.550579,-4.139854
,302500,617500,NT0250017500,55.441634,-3.5427343
,500000,305000,TF0000005000,52.633549,-0.52383266
,255500,871500,NH5550071500,57.709987,-4.4269565
,320000,860000,NJ2000060000,57.622841,-3.3410462
,315000,580000,NY1500080000,55.107092,-3.333869
,258200,650100,NS5820050100,55.723501,-4.2592304
,258500,649500,NS5850049500,55.718202,-4.2541476
,532953,307779,TF3295307779,52.651453,-0.036072689
,414765,622786,NU1476522786,55.498639,-1.7678382
,286450,831550,NH8645031550,57.360225,-3.889209
,302550,965650,ND0255065650,58.567921,-3.677021
,267500,301500,SH6750001500,52.595094,-3.9575839
,383719,667227,NT8371967227,55.897887,-2.2619288
,177000,626200,NR7700026200,55.478615,-5.5304598
,135566,915943,NB3556615943,58.053473,-6.4838984
,395550,587550,NY9555087550,55.182219,-2.0714216
,285000,750000,NN8500050000,56.627679,-3.8760779
,293600,744600,NN9360044600,56.581223,-3.7337524
,323500,544500,NY2350044500,54.789536,-3.1911984
,283440,659680,NS8344059680,55.816264,-3.8617332
,383500,777500,NO8350077500,56.888573,-2.2724203
,270500,582500,NX7050082500,55.119912,-4.0321181
,253055,141846,SS5305541846,51.156946,-4.1026558
,322245,692552,NT2224592552,56.119354,-3.2521588
,355050,741050,NO5505041050,56.559256,-2.7329122
,360450,1035550,HY6045035550,59.20475,-2.6942486
,528336,167552,TQ2833667552,51.392502,-0.15682588
,454062,320064,SK5406220064,52.775466,-1.2000397
,295886,191521,SS9588691521,51.612859,-3.5050346
,316800,955700,ND1680055700,58.481551,-3.4285006
,29021,542409,NV2902142409,54.639868,-7.7525747
,66757,567963,NV6675767963,54.894896,-7.199704
,311500,930500,ND1150030500,58.254258,-3.5096597
,392000,582000,NY9200082000,55.132302,-2.1270099
,184050,686550,NR8405086550,56.023047,-5.4668561
,138777,550194,NW3877750194,54.778464,-6.0638146
,31711,543769,NV3171143769,54.653999,-7.712815
,75726,528798,NV7572628798,54.550194,-7.0168108
,215500,722500,NN1550022500,56.358743,-4.9880055
,252500,617500,NS5250017500,55.429123,-4.3324747
,249550,903550,NC4955003550,57.995625,-4.5469503
,41160,537686,NV4116037686,54.606397,-7.5596109
,69602,524593,NV6960224593,54.508598,-7.1064
,265553,633692,NS6555333692,55.578272,-4.1342213
,376449,831808,NJ7644931808,57.376106,-2.3932807
,281500,120500,SS8150020500,50.971688,-3.6891128
,61258,571215,NV6125871215,54.920301,-7.2889027
,357000,660000,NT5700060000,55.831308,-2.6880277
,261220,658203,NS6122058203,55.797127,-4.215311
,267000,210000,SN6700010000,51.772825,-3.9290363
,335700,742600,NO3570042600,56.570924,-3.048058
,135500,938700,NB3550038700,58.257197,-6.5107737
,282500,368500,SH8250068500,53.200551,-3.7604916
,40796,540968,NV4079640968,54.635494,-7.56924
,32559,492702,SA3255992702,54.197923,-7.6365033
,598482,198640,TQ9848298640,51.651503,0.86776145
,439567,334685,SK3956734685,52.908146,-1.4131267
,486042,416496,SE8604216496,53.637919,-0.70012136
,473632,420610,SE7363220610,53.676779,-0.88680235
,349594,645544,NT4959445544,55.700715,-2.8035692
,342422,846573,NJ4242246573,57.505676,-2.9625343
,221728,598656,NX2172898656,55.249771,-4.8061709
,348058,644345,NT4805844345,55.68978,-2.8277777
,446287,1145628,HU4628745628,60.192426,-1.1671177
,516918,265736,TL1691865736,52.277348,-0.28770763
,360744,652045,NT6074452045,55.760156,-2.6271123
,322212,692370,NT2221292370,56.117714,-3.2526363
,269500,627500,NS6950027500,55.523744,-4.0687346
,532606,307038,TF3260607038,52.644881,-0.041496436
,41160,537686,NV4116037686,54.606397,-7.5596109
,304304,366301,SJ0430466301,53.185166,-3.4335398
,471979,289392,SP7197989392,52.497693,-0.94116252
,470868,278823,SP7086878823,52.402839,-0.95976504
,290908,666200,NS9090866200,55.876565,-3.7452394
,350731,644968,NT5073144968,55.695657,-2.7853766
,491385,411690,SE9138511690,53.593829,-0.62074372
,317941,688959,NT1794188959,56.086361,-3.3202567
,320282,377547,SJ2028277547,53.288869,-3.1973108
,359395,492235,SD5939592235,54.324066,-2.6258029
,328104,697699,NT2810497699,56.166507,-3.1593392
,327760,696279,NT2776096279,56.1537,-3.1644914
,448195,143500,SU4819543500,51.188701,-1.3117605
,448195,143500,SU4819543500,51.188701,-1.3117605
,640495,280140,TM4049580140,52.366491,1.5311326
,324184,753874,NO2418453874,56.670463,-3.2387425
,370100,93600,SY7010093600,50.741232,-2.4251112
,457347,143175,SU5734743175,51.184935,-1.1808699
,366292,291162,SO6629291162,52.517291,-2.4981717
,217500,588900,NX1750088900,55.160668,-4.8662926
,350540,645212,NT5054045212,55.69783,-2.788459
,312500,535500,NY1250035500,54.706881,-3.3595003
,318080,577600,NY1808077600,55.08605,-3.2849135
,279673,669835,NS7967369835,55.90653,-3.9263219
,48480,532854,NV4848032854,54.568312,-7.4410233
,122608,534966,NW2260834966,54.633332,-6.3000047
,383200,792000,NO8320092000,57.018818,-2.2783137
,283500,625500,NS8350025500,55.509326,-3.8462638
,80500,528499,NV8050028499,54.550552,-6.9429576
,39597,540549,NV3959740549,54.630892,-7.5872114
,444390,325610,SK4439025610,52.826198,-1.3426524
,357655,815170,NJ5765515170,57.225297,-2.7029308
,358734,392095,SJ5873492095,53.424025,-2.6224496
,495095,260698,SP9509560698,52.236272,-0.60887926
,387160,88159,SY8716088159,50.692935,-2.1831462
,264000,820120,NH6400020120,57.25148,-4.2558024
,300000,595000,NY0000095000,55.239029,-3.5741976
,234700,867700,NH3470067700,57.668726,-4.7730181
,334250,966250,ND3425066250,58.579265,-3.1323774
,329650,941550,ND2965041550,58.356759,-3.2038538
,232030,866235,NH3203066235,57.654594,-4.8167012
,40010,548802,NV4001048802,54.705001,-7.5910059
,289158,670199,NS8915870199,55.912078,-3.7748348
,377377,671362,NT7737771362,55.934781,-2.3636916
,301585,519345,NY0158519345,54.559734,-3.5233994
,249387,641441,NS4938741441,55.643107,-4.3946549
,327575,966130,ND2757566130,58.577125,-3.2470954
,448195,143500,SU4819543500,51.188701,-1.3117605
,477099,367397,SK7709967397,53.198073,-0.84734146
,362478,807524,NJ6247807524,57.157039,-2.6219053
,239458,897816,NH3945897816,57.94065,-4.7135779
,417215,620615,NU1721520615,55.479052,-1.7291909
,375155,860228,NJ7515560228,57.631313,-2.4177059
,378671,771917,NO7867171917,56.838221,-2.3512017
,295189,200983,SN9518900983,51.697775,-3.5179365
,70474,526049,NV7047426049,54.522198,-7.0946121
,200211,62170,SX0021162170,50.425317,-4.8141132
,313505,543564,NY1350543564,54.779502,-3.3463092
,88128,587145,NV8812887145,55.08043,-6.8886121
,119820,589284,NW1982089284,55.118493,-6.3958217
,453795,427138,SE5379527138,53.737861,-1.1859329
,439729,497509,SE3972997509,54.371548,-1.3899701
,540324,328455,TF4032428455,52.835344,0.081647035
,518784,346338,TF1878446338,53.001197,-0.23139536
,331083,144487,ST3108344487,51.195428,-2.9876607
,34365,545082,NV3436545082,54.66767,-7.6735237
,54979,558511,NV5497958511,54.802346,-7.3712622
,43843,534280,NV4384334280,54.577828,-7.5141383
,48958,503174,NV4895803174,54.303102,-7.3985291
,25980,548578,NV2598048578,54.69278,-7.8073401
,89022,572814,NV8902272814,54.952675,-6.8590798
,71649,577014,NV7164977014,54.97914,-7.134075
,92983,548733,NV9298348733,54.739482,-6.7718741
,265320,609703,NS6532009703,55.362804,-4.1262828
,315479,480072,SD1547980072,54.20939,-3.2974289
,351593,178451,ST5159378451,51.502909,-2.6987992
,448042,420016,SE4804220016,53.674414,-1.2742436
,308383,656467,NT0838356467,55.792786,-3.4627547
,492102,473219,SE9210273219,54.146552,-0.59146145
,398519,638193,NT9851938193,55.637293,-2.0250876
,463950,274602,SP6395074602,52.365747,-1.0622385
,514817,465382,TA1481765382,54.071582,-0.24684179
,483476,248420,SP8347648420,52.127794,-0.78199783
,424367,595143,NZ2436795143,55.249874,-1.6182472
,228127,115941,SS2812715941,50.917269,-4.4465002
,390213,840362,NJ9021340362,57.45345,-2.1647439
,47559,521584,NV4755921584,54.466848,-7.4417426
,298257,186256,SS9825786256,51.565969,-3.4692764
,43699,536343,NV4369936343,54.59618,-7.5188574
,343444,460153,SD4344460153,54.034244,-2.8649823
,515374,272655,TL1537472655,52.33985,-0.30795876
,538586,420253,TA3858620253,53.660404,0.095787154
,325251,479875,SD2525179875,54.209141,-3.1475846
,302328,624463,NT0232824463,55.504143,-3.5479017
,378028,663859,NT7802863859,55.8674,-2.352659
,550977,362260,TF5097762260,53.136113,0.25542751
,301261,280542,SO0126180542,52.413934,-3.4531352
,258465,593404,NX5846593404,55.214529,-4.2261283
,308665,284309,SO0866584309,52.449078,-3.3453427
,169193,633969,NR6919333969,55.544659,-5.660194
,126703,597217,NW2670397217,55.193419,-6.2958594
,36918,540656,NV3691840656,54.629931,-7.6286428
,610455,136440,TR1045536440,51.088649,1.0037871
,382400,419200,SD8240019200,53.668977,-2.2678586
,214836,591232,NX1483691232,55.180607,-4.9095756
,99543,582056,NV9954382056,55.041893,-6.7050628
,345789,843302,NJ4578943302,57.476714,-2.9056252
,166521,636785,NR6652136785,55.568638,-5.7048288
,279141,188569,SS7914188569,51.58298,-3.7457392
,299608,185606,SS9960885606,51.560369,-3.4496059
,407870,633489,NU0787033489,55.594967,-1.8766797
,278940,186385,SS7894086385,51.563309,-3.7478855
,489417,347100,SK8941747100,53.013747,-0.66864532
,296106,199051,SS9610699051,51.68058,-3.5040973
,305615,659320,NT0561559320,55.817878,-3.5078747
,229563,672854,NS2956372854,55.918487,-4.7289123
,410526,592620,NZ1052692620,55.227689,-1.8360599
,238205,602124,NS3820502124,55.286584,-4.5492454
,217151,590576,NX1715190576,55.175581,-4.8728455
,425455,355000,SK2545555000,53.091608,-1.6213574
,60344,545265,NV6034445265,54.687476,-7.2726974
,491902,274577,SP9190274577,52.361554,-0.65183974
,302205,659690,NT0220559690,55.820522,-3.5624062
,360430,860500,NJ6043060500,57.6327,-2.6643145
,280551,669203,NS8055169203,55.901073,-3.9120069
,289680,663200,NS8968063200,55.849343,-3.7636351
,366700,670500,NT6670070500,55.926413,-2.5344796
,150477,557440,NW5047757440,54.849382,-5.8885879
,549329,376844,TF4932976844,53.26757,0.23762761
,288877,669339,NS8887769339,55.90429,-3.7789741
,358591,832151,NJ5859132151,57.377909,-2.6902828
,61258,571215,NV6125871215,54.920301,-7.2889027
,431757,525383,NZ3175725383,54.622598,-1.5096874
,358284,187132,ST5828487132,51.581494,-2.603439
,289525,702720,NN8952502720,56.20421,-3.7823928
,539840,312820,TF3984012820,52.69501,0.067800957
,304070,658330,NT0407058330,55.808681,-3.5321722
,346905,768465,NO4690568465,56.804663,-2.8710778
,240884,103359,SS4088403359,50.807875,-4.2596971
,260263,617355,NS6026317355,55.430098,-4.2098293
,388691,452767,SD8869152767,53.970848,-2.173889
,269700,593285,NX6970093285,55.216554,-4.0496182
,276783,203988,SN7678303988,51.721038,-3.7851919
,256300,645000,NS5630045000,55.677154,-4.2867777
,303000,524100,NY0300024100,54.602725,-3.5030984
,195365,722175,NM9536522175,56.34755,-5.3130826
,225498,652662,NS2549852662,55.735821,-4.780906
,89743,574264,NV8974374264,54.966108,-6.8494297
,147710,565013,NW4771065013,54.915888,-5.9382058
,61286,541024,NV6128641024,54.650157,-7.2532326
,484100,230478,SP8410030478,51.966427,-0.77729362
,268888,651781,NS6888851781,55.741606,-4.0900006
,613511,216490,TM1351116490,51.806259,1.0956221
,506221,450719,TA0622150719,53.941691,-0.3832611
,332000,829500,NJ3200029500,57.350899,-3.131681
,76324,530621,NV7632430621,54.566897,-7.0096064
,131529,551929,NW3152951929,54.790191,-6.1778055
,268000,690500,NS6800090500,56.08901,-4.1230578
,533235,306756,TF3323506756,52.642193,-0.032319398
,95250,575500,NV9525075500,54.980572,-6.7650281
,414989,625121,NU1498925121,55.519613,-1.7641672
,45000,538000,NV4500038000,54.611917,-7.5008186
,345000,860000,NJ4500060000,57.626588,-2.9225642
,289500,653500,NS8950053500,55.762189,-3.7625667
,331940,269520,SO3194069520,52.319544,-2.999929
,73750,529250,NV7375029250,54.552972,-7.0477419
,532679,403330,TA3267903330,53.509919,-0.000732459
,290021,661051,NS9002161051,55.830121,-3.7573204
,215493,571022,NX1549371022,54.999476,-4.8861668
,513962,461263,TA1396261263,54.034769,-0.26144711
,481890,413515,SE8189013515,53.611796,-0.76368539
,311550,840550,NJ1155040550,57.446611,-3.4753926
,262100,604100,NS6210004100,55.3116,-4.1742831
,295290,658102,NS9529058102,55.804809,-3.6721086
,65774,566796,NV6577466796,54.883796,-7.2136144
,255325,900934,NC5532500934,57.974067,-4.4477522
,268500,99500,SX6850099500,50.780124,-3.8666069
,286470,834480,NH8647034480,57.386535,-3.8902298
,420950,524500,NZ2095024500,54.615224,-1.6771173
,242150,603950,NS4215003950,55.304257,-4.4882181
,309104,694542,NT0910494542,56.134905,-3.4641193
,528388,309240,TF2838809240,52.665679,-0.10294503
,136899,933106,NB3689933106,58.207947,-6.4806767
,332425,546767,NY3242546767,54.811189,-3.0529603
,308935,748225,NO0893548225,56.617007,-3.4854856
,190930,202471,SM9093002471,51.681981,-5.0256761
,423771,355087,SK2377155087,53.092467,-1.646496
,168500,628500,NR6850028500,55.495291,-5.6665847
,404725,414272,SE0472514272,53.624963,-1.9300339
,299342,652838,NS9934252838,55.758392,-3.6055464
,16972,509701,NV1697209701,54.338498,-7.8959028
,35338,525898,NV3533825898,54.496809,-7.6347103
,43422,511738,NV4342211738,54.375884,-7.4934489
,31383,542597,NV3138342597,54.643279,-7.7163976
,444854,306031,SK4485406031,52.650164,-1.3384358
,382253,783619,NO8225383619,56.943495,-2.293317
,299535,339290,SH9953539290,52.941565,-3.4964427
,93528,545130,NV9352845130,54.707548,-6.7596476
,479681,355620,SK7968155620,53.091853,-0.81162463
,471305,383536,SK7130583536,53.343924,-0.9304429
,266103,604141,NS6610304141,55.313074,-4.1112804
,493952,229038,SP9395229038,51.951908,-0.63432811
,452852,414720,SE5285214720,53.626354,-1.2023385
,93059,577288,NV9305977288,54.995238,-6.8010571
,512204,457206,TA1220457206,53.998707,-0.28977172
,326691,968145,ND2669168145,58.595069,-3.2629438
,252589,928364,NC5258928364,58.219301,-4.5112104
,88015,585846,NV8801585846,55.068729,-6.8889538
,250810,124962,SS5081024962,51.004647,-4.1277603
,316592,853931,NJ1659253931,57.567725,-3.3959948
,228520,118885,SS2852018885,50.943835,-4.4423004
,315105,850668,NJ1510550668,57.538147,-3.4197037
,319050,647944,NT1905047944,55.718132,-3.2901496
,289560,661750,NS8956061750,55.836294,-3.7649604
,256263,861915,NH5626361915,57.624213,-4.4084511
,91611,593580,NV9161193580,55.140224,-6.8412293
,421723,299149,SP2172399149,52.589713,-1.6807826
,530000,397000,TF3000097000,53.453724,-0.043722606
,240467,392683,SH4046792683,53.40678,-4.4013863
,525542,301774,TF2554201774,52.599262,-0.14784032
,298208,652533,NS9820852533,55.755416,-3.6234947
,224637,644638,NS2463744638,55.663499,-4.7894635
,341558,568718,NY4155868718,55.009571,-2.9153425
,313507,690707,NT1350790707,56.101278,-3.3920537
,449792,1202671,HP4979202671,60.704105,-1.0897093
,365388,835665,NJ6538835665,57.410041,-2.5777519
,73770,531027,NV7377031027,54.568892,-7.0494041
,390207,428154,SD9020728154,53.749662,-2.1499837
,480064,388623,SK8006488623,53.388388,-0.7976241
,501498,417416,TA0149817416,53.643419,-0.46614026
,483316,340875,SK8331640875,52.958785,-0.76116106
,70407,520962,NV7040720962,54.476619,-7.0899665
,560023,105784,TQ6002305784,50.829478,0.27088397
,492444,438545,SE9244438545,53.834947,-0.59674082
,182700,676700,NR8270076700,55.934101,-5.4805223
,315200,952100,ND1520052100,58.448921,-3.4545929
,194500,700500,NM9450000500,56.152768,-5.3102163
,369468,669455,NT6946869455,55.917209,-2.4900663
,387544,87398,SY8754487398,50.6861,-2.1776838
,181727,681847,NR8172781847,55.979818,-5.5002354
,365450,186055,ST6545086055,51.572297,-2.4999179
,200876,710912,NN0087610912,56.248871,-5.215558
,275154,638500,NS7515438500,55.624003,-3.9842109
,375360,782070,NO7536082070,56.929263,-2.4064569
,343523,618249,NT4352318249,55.454821,-2.8945571
,229901,826242,NH2990126242,57.294998,-4.8244868
,543875,274445,TL4387574445,52.349203,0.11086879
,354811,611560,NT5481111560,55.395896,-2.7150038
,231744,238006,SN3174438006,52.014902,-4.4532398
,385111,100255,ST8511100255,50.801659,-2.2126475
,539862,295018,TL3986295018,52.535073,0.060601774
,382155,852949,NJ8215552949,57.566264,-2.2999494
,497066,239966,SP9706639966,52.049595,-0.58593993
,376967,772114,NO7696772114,56.839909,-2.3791475
,298000,842300,NH9800042300,57.45948,-3.7017847
,346153,841867,NJ4615341867,57.463869,-2.8992396
,328795,948360,ND2879548360,58.417769,-3.2205718
,465238,431714,SE6523831714,53.777681,-1.0115151
,320696,647988,NT2069647988,55.718799,-3.2639681
,392720,419080,SD9272019080,53.668146,-2.1116592
,296607,615168,NS9660715168,55.419479,-3.6349775
,183180,683850,NR8318083850,55.99844,-5.4786085
,249820,806535,NH4982006535,57.125125,-4.4823955
,363290,855792,NJ6329055792,57.590657,-2.6157075
,97617,556429,NV9761756429,54.811216,-6.7081594
,267954,636995,NS6795436995,55.608587,-4.0977467
,332961,698416,NT3296198416,56.173657,-3.0813235
,307500,614500,NT0750014500,55.415657,-3.4627321
,375955,771728,NO7595571728,56.83639,-2.3956979
,417730,592860,NZ1773092860,55.229641,-1.7227893
,452877,229216,SP5287729216,51.958922,-1.231896
,275440,629090,NS7544029090,55.539575,-3.9754223
,544232,387271,TF4423287271,53.362638,0.16600008
,235111,636360,NS3511136360,55.592867,-4.6181887
,274500,827500,NH7450027500,57.320732,-4.0856502
,249782,881552,NH4978281552,57.798312,-4.5291192
,473487,419400,SE7348719400,53.665926,-0.88928295
,535485,293292,TL3548593292,52.520671,-0.004589658
,366278,840295,NJ6627840295,57.451696,-2.5635781
,229370,685490,NS2937085490,56.03182,-4.7400076
,313083,260357,SO1308360357,52.23452,-3.2741484
,610696,220752,TM1069620752,51.845591,1.0574446
,531203,241510,TL3120341510,52.056447,-0.087802901
,303306,847855,NJ0330647855,57.51052,-3.6155872
,289999,648659,NS8999948659,55.718826,-3.7526681
,374720,424770,SD7472024770,53.718723,-2.3845521
,277147,624403,NS7714724403,55.497918,-3.9463101
,220844,569576,NX2084469576,54.988453,-4.8017159
,469328,518552,NZ6932818552,54.557468,-0.92950835
,380949,322815,SJ8094922815,52.80255,-2.2840212
,260917,612721,NS6091712721,55.388675,-4.1971912
,443682,516981,NZ4368216981,54.546208,-1.3262606
,197125,561845,NW9712561845,54.90999,-5.1663824
,286973,619632,NS8697319632,55.457442,-3.7889112
,297705,961790,NC9770561790,58.532157,-3.7585322
,297700,610300,NS9770010300,55.375984,-3.6159324
,230678,869136,NH3067869136,57.680113,-4.8413641
,252830,654759,NS5283054759,55.763726,-4.3471606
,532972,400201,TA3297200201,53.481738,0.002357948
,319938,368144,SJ1993868144,53.204314,-3.2001024
,477964,252105,SP7796452105,52.161721,-0.86165517
,326843,655899,NT2684355899,55.790833,-3.1682636
,283850,284250,SN8385084250,52.443831,-3.7102954
,599282,170224,TQ9928270224,51.396041,0.86324994
,328104,697428,NT2810497428,56.164073,-3.1592659
,474885,413221,SE7488513221,53.610201,-0.8696146
,551488,367553,TF5148867553,53.183509,0.26556242
,483216,243900,SP8321643900,52.087205,-0.78689788
,404000,430500,SE0400030500,53.770827,-1.9407922
,294649,188695,SS9464988695,51.587228,-3.5220432
,439689,408763,SE3968908763,53.573974,-1.4021087
,377397,769309,NO7739769309,56.814732,-2.3718497
,312065,209235,SO1206509235,51.774852,-3.2759127
,336173,151353,ST3617351353,51.25775,-2.9160526
,527645,287235,TL2764587235,52.468139,-0.12238953
,443942,528174,NZ4394228174,54.646767,-1.3205701
,445080,253380,SP4508053380,52.176842,-1.342173
,142695,934003,NB4269534003,58.219399,-6.3833335
,279050,952050,NC7905052050,58.439954,-4.0735312
,389600,422700,SD8960022700,53.700629,-2.1590031
,286401,835189,NH8640135189,57.392883,-3.8917049
,271639,908352,NC7163908352,58.045654,-4.176207
,375388,770733,NO7538870733,56.827422,-2.4048937
,95704,577134,NV9570477134,54.995482,-6.7596942
,460960,270200,SP6096070200,52.326518,-1.1069419
,329103,950291,ND2910350291,58.435158,-3.2158986
,261117,642821,NS6111742821,55.658992,-4.2091365
,379352,95380,SY7935295380,50.757643,-2.2940935
,407060,528190,NZ0706028190,54.648767,-1.8921076
,261700,600000,NS6170000000,55.274673,-4.1785615
,260200,602000,NS6020002000,55.292208,-4.2031489
,520743,441870,TA2074341870,53.859019,-0.16562907
,333400,143400,ST3340043400,51.18593,-2.9543049
,347905,659047,NT4790559047,55.821848,-2.8330225
,221183,555886,NX2118355886,54.865699,-4.7879071
,303800,596000,NY0380096000,55.248768,-3.5148022
,272398,556519,NX7239856519,54.887078,-3.9907836
,595297,308331,TF9529708331,52.637568,0.88477855
,286178,625826,NS8617825826,55.512886,-3.804017
,270311,607479,NS7031107479,55.344177,-4.0465704
,347360,661013,NT4736061013,55.839451,-2.8421015
,355007,668342,NT5500768342,55.906071,-2.7212295
,238626,555982,NX3862655982,54.872493,-4.5164663
,232395,574885,NX3239574885,55.040133,-4.6245065
,286898,563544,NX8689863544,54.95367,-3.7676275
,132947,913350,NB3294713350,58.028687,-6.525192
,329413,578978,NY2941378978,55.100174,-3.1077505
,290393,703943,NN9039303943,56.215393,-3.7689144
,260611,610655,NS6061110655,55.370038,-4.2009871
,272392,555914,NX7239255914,54.881643,-3.9906091
,291675,587398,NX9167587398,55.16899,-3.7021424
,266921,583507,NX6692183507,55.128007,-4.0886685
,266200,584260,NX6620084260,55.134574,-4.1003229
,279500,604500,NS7950004500,55.319764,-3.9004834
,495490,392000,SK9549092000,53.416173,-0.56473159
,264095,557561,NX6409557561,54.894246,-4.1206196
,240184,558502,NX4018458502,54.895618,-4.493609
,229266,548481,NX2926648481,54.802051,-4.6577361
,285519,744254,NN8551944254,56.576213,-3.8650784
,202000,557000,NX0200057000,54.868471,-5.0871273
,272064,574913,NX7206474913,55.052184,-4.0041993
,618862,283796,TM1886283796,52.408368,1.2163281
,317900,956030,ND1790056030,58.484722,-3.4097621
,344644,541475,NY4464441475,54.765138,-2.8618527
,451380,528135,NZ5138028135,54.645716,-1.2053253
,451496,527495,NZ5149627495,54.639953,-1.2036403
,250945,554878,NX5094554878,54.866405,-4.3240929
,252500,140085,SS5250040085,51.140979,-4.1098644
,242300,863500,NH4230063500,57.633767,-4.6430153
,277050,614873,NS7705014873,55.412311,-3.9436299
,193075,212682,SM9307512682,51.774458,-5.0007643
,287380,563820,NX8738063820,54.956258,-3.7602134
,286568,205930,SN8656805930,51.740558,-3.6442352
,228450,557980,NX2845057980,54.887041,-4.6760569
,270506,593932,NX7050693932,55.222576,-4.0372553
,316370,934150,ND1637034150,58.287983,-3.4280279
,322245,692552,NT2224592552,56.119354,-3.2521588
,222700,557109,NX2270057109,54.877216,-4.7650514
,270269,615690,NS7026915690,55.417899,-4.0510459
,445759,304887,SK4575904887,52.639806,-1.325218
,254630,130550,SS5463030550,51.055841,-4.075596
,369350,834350,NJ6935034350,57.398515,-2.5116445
,303640,185362,ST0364085362,51.55888,-3.391394
,390334,251792,SO9033451792,52.164311,-2.1427305
,358366,859859,NJ5836659859,57.626757,-2.6987656
,453441,280638,SP5344180638,52.42113,-1.215598
,334490,586994,NY3449086994,55.172892,-3.030054
,225000,555000,NX2500055000,54.859096,-4.727968
,271440,608920,NS7144008920,55.357414,-4.0294421
,33019,491811,SA3301991811,54.190283,-7.6284001
,267500,586500,NX6750086500,55.155039,-4.0809932
,287395,573140,NX8739573140,55.039972,-3.7636487
,285285,566450,NX8528566450,54.979402,-3.7939642
,201980,557960,NX0198057960,54.877078,-5.0880976
,273560,605960,NS7356005960,55.331383,-3.9946874
,319900,145592,ST1990045592,51.203901,-3.1479169
,376574,783246,NO7657483246,56.93989,-2.3866208
,484680,284310,SP8468084310,52.450196,-0.75540754
,276612,611178,NS7661211178,55.379019,-3.9489101
,274300,553100,NX7430053100,54.856854,-3.959661
,348373,658532,NT4837358532,55.817272,-2.825456
,313821,581690,NY1382181690,55.122071,-3.3528566
,222500,567500,NX2250067500,54.970412,-4.7745806
,270000,594000,NX7000094000,55.223054,-4.0452355
,295000,589000,NX9500089000,55.184097,-3.6505623
,303800,596000,NY0380096000,55.248768,-3.5148022
,319959,145592,ST1995945592,51.20391,-3.1470726
,126600,913600,NB2660013600,58.027065,-6.6325934
,331995,586055,NY3199586055,55.164118,-3.0689925
,173950,636900,NR7395036900,55.573171,-5.5873527
,369468,669455,NT6946869455,55.917209,-2.4900663
,261500,602500,NS6150002500,55.297065,-4.1829394
,202000,557000,NX0200057000,54.868471,-5.0871273
,252600,589000,NX5260089000,55.173271,-4.3159326
,438458,256173,SP3845856173,52.202451,-1.4386908
,486512,228171,SP8651228171,51.945321,-0.74277491
,479589,350765,SK7958950765,53.048234,-0.81419708
,449656,367041,SK4965667041,53.198138,-1.2581501
,27873,548066,NV2787348066,54.689603,-7.7774693
,491053,419649,SE9105319649,53.665404,-0.6234327
,625062,295076,TM2506295076,52.507093,1.3149207
,280598,911334,NC8059811334,58.074923,-4.0260639
,505470,276784,TL0547076784,52.378948,-0.45197367
,281375,205945,SN8137505945,51.739616,-3.7194147
,367379,842167,NJ6737942167,57.468591,-2.5454831
,341650,742250,NO4165042250,56.568559,-2.9511616
,481025,381388,SK8102581388,53.323224,-0.78502838
,389706,422678,SD8970622678,53.700434,-2.1573968
,334466,568940,NY3446668940,55.010681,-3.0262664
,223583,95997,SX2358395997,50.736722,-4.5014791
,298818,299545,SN9881899545,52.584265,-3.4948233
,295163,592458,NX9516392458,55.215192,-3.6492873
,471091,420792,SE7109120792,53.678766,-0.92521993
,496427,425524,SE9642725524,53.717229,-0.54030317
,524281,308071,TF2428108071,52.656131,-0.16408152
,425087,455635,SE2508755635,53.996147,-1.6188172
