dummy,first,second,Grid,Lat,Long
,455734,116390,SU5573416390,50.944263,-1.2080648
,226464,248292,SN2646448292,52.105662,-4.5353291
,650384,313545,TG5038413545,52.661752,1.7011959
,614370,339859,TG1437039859,52.913362,1.1868199
,266050,212400,SN6605012400,51.794164,-3.9437237
,445237,191060,SU4523791060,51.616556,-1.348034
,614962,228422,TM1496228422,51.912824,1.1240525
,432525,140299,SU3252540299,51.161022,-1.5362608
,389660,99160,SY8966099160,50.791913,-2.1480647
,393855,163823,ST9385563823,51.373429,-2.089669
,433594,219035,SP3359419035,51.868885,-1.5134948
,578180,268835,TL7818068835,52.288757,0.61103363
,497983,279596,SP9798379596,52.405609,-0.56110389
,561175,321828,TF6117521828,52.769995,0.38763883
,250049,104054,SS5004904054,50.816567,-4.1300016
,465093,146525,SU6509346525,51.214226,-1.0694497
,436444,87630,SZ3644487630,50.687187,-1.485468
,357797,121851,ST5779721851,50.994497,-2.6027304
,239247,99586,SX3924799586,50.773521,-4.2812597
,256805,115563,SS5680515563,50.921707,-4.0386716
,648627,277692,TM4862777692,52.340902,1.6485112
,336254,310618,SJ3625410618,52.68948,-2.9445359
,315101,128738,ST1510128738,51.05169,-3.2126172
,145881,537550,NW4588137550,54.668754,-5.9426006
,377833,111009,ST7783311009,50.898129,-2.316578
,304235,94913,SY0423594913,50.745897,-3.3587151
,185395,49565,SW8539549565,50.306886,-5.0152164
,573903,340478,TF7390340478,52.933533,0.58604345
,371305,127243,ST7130527243,51.043817,-2.4106879
,252617,210675,SN5261710675,51.775285,-4.137634
,310153,132127,ST1015332127,51.081403,-3.2840341
,377824,852312,NJ7782452312,57.56035,-2.3722853
,635063,166833,TR3506366833,51.351921,1.3744679
,471623,135539,SU7162335539,51.114676,-0.97815972
,456710,103840,SU5671003840,50.831325,-1.1961179
,529606,342676,TF2960642676,52.965791,-0.071693361
,488970,315114,SK8897015114,52.726364,-0.68403373
,278608,52889,SX7860852889,50.36335,-3.7080791
,493244,217149,SP9324417149,51.845165,-0.64783867
,587408,211978,TL8740811978,51.77509,0.71504742
,585075,271612,TL8507571612,52.311418,0.71353162
,464343,404848,SE6434304848,53.536351,-1.0306481
,303131,82478,SY0313182478,50.633921,-3.3710946
,459570,236472,SP5957036472,52.023476,-1.1332467
,628013,153474,TR2801353474,51.234866,1.264874
,393800,177700,ST9380077700,51.498204,-2.0907066
,422792,144085,SU2279244085,51.195534,-1.6752044
,316188,129704,ST1618829704,51.060534,-3.1973368
,547655,274082,TL4765574082,52.344938,0.16616271
,206785,201103,SN0678501103,51.675376,-4.7958766
,310153,132127,ST1015332127,51.081403,-3.2840341
,331289,377434,SJ3128977434,53.289397,-3.0322019
,393204,184703,ST9320484703,51.561164,-2.0994298
,357535,123569,ST5753523569,51.009926,-2.6066649
,333202,157052,ST3320257052,51.308647,-2.9596896
,466961,384866,SK6696184866,53.356444,-0.99539864
,251121,122799,SS5112122799,50.985291,-4.1224437
,616994,228407,TM1699428407,51.911902,1.1535395
,454062,113445,SU5406213445,50.917942,-1.2322973
,289494,88559,SX8949488559,50.686157,-3.5656678
,333157,106525,ST3315706525,50.85436,-2.9509723
,440920,88770,SZ4092088770,50.697142,-1.4219838
,262016,53112,SX6201653112,50.361695,-3.9413046
,301973,103977,ST0197303977,50.827003,-3.3931867
,297438,96563,SX9743896563,50.759568,-3.4554822
,205482,77292,SX0548277292,50.562924,-4.7478715
,311670,131572,ST1167031572,51.076649,-3.2622472
,303922,96954,SY0392296954,50.764194,-3.3636835
,472881,317868,SK7288117868,52.75352,-0.92160651
,488029,342114,SK8802942114,52.969168,-0.69068394
,514339,311962,TF1433911962,52.69328,-0.30964106
,239431,81407,SX3943181407,50.610222,-4.2707477
,226709,80753,SX2670980753,50.600704,-4.4500787
,214522,87798,SX1452287798,50.660244,-4.6256286
,220957,54217,SX2095754217,50.36056,-4.5185645
,378233,127441,ST7823327441,51.045903,-2.3118791
,174260,32687,SW7426032687,50.151169,-5.1613002
,300975,107058,ST0097507058,50.854531,-3.4081858
,274429,105004,SS7442905004,50.83091,-3.7844368
,244284,111956,SS4428411956,50.88605,-4.2151374
,359176,146235,ST5917646235,51.213848,-2.5858481
,289684,114161,SS8968414161,50.916334,-3.5706787
,239451,97227,SX3945197227,50.752381,-4.2773392
,468005,112956,SU6800512956,50.912074,-1.0340653
,330222,124913,ST3022224913,51.019339,-2.996189
,615682,231393,TM1568231393,51.939218,1.1363643
,385726,113717,ST8572613717,50.922731,-2.2044499
,313746,107938,ST1374607938,50.864491,-3.2270077
,349284,122400,ST4928422400,50.998745,-2.7241006
,349284,122400,ST4928422400,50.998745,-2.7241006
,311687,93382,SY1168793382,50.733315,-3.252753
,619809,217902,TM1980917902,51.816497,1.1877207
,619809,217902,TM1980917902,51.816497,1.1877207
,556052,240692,TL5605240692,52.042664,0.27396503
,602531,216912,TM0253116912,51.814131,0.93683293
,579119,226235,TL7911926235,51.905854,0.60241263
,271573,59890,SX7157359890,50.424785,-3.8093324
,333040,97434,SY3304097434,50.772607,-2.9509724
,344750,127350,ST4475027350,51.042834,-2.7894617
,365134,161664,ST6513461664,51.352974,-2.5020638
,532019,248464,TL3201948464,52.118738,-0.073218778
,445406,403864,SE4540603864,53.529481,-1.3164894
,471623,135539,SU7162335539,51.114676,-0.97815972
,388642,175907,ST8864275907,51.482001,-2.1649521
,360082,344837,SJ6008244837,52.999357,-2.5962366
,625330,243797,TM2533043797,52.046736,1.2846264
,304736,93429,SY0473693429,50.732638,-3.3512321
,350731,306821,SJ5073106821,52.656863,-2.7298064
,352112,161937,ST5211261937,51.354477,-2.6890845
,518076,113586,TQ1807613586,50.909676,-0.32190691
,365050,203446,SO6505003446,51.728633,-2.507433
,464288,405319,SE6428805319,53.54059,-1.0313812
,390582,303976,SJ9058203976,52.633452,-2.1405908
,538495,348945,TF3849548945,53.019888,0.063250915
,467187,379023,SK6718779023,53.303903,-0.99324051
,478519,341598,SK7851941598,52.966006,-0.83238004
,466544,273985,SP6654473985,52.359893,-1.0242704
,376700,832011,NJ7670032011,57.377942,-2.3891262
,547073,272967,TL4707372967,52.335078,0.15713784
,237904,219365,SN3790419365,51.849281,-4.354773
,436294,217901,SP3629417901,51.858521,-1.4744012
,319090,472162,SD1909072162,54.1389,-3.2399491
,556616,115760,TQ5661615760,50.92005,0.22681465
,323785,122205,ST2378522205,50.994174,-3.0873738
,440294,297805,SP4029497805,52.576576,-1.406834
,282906,212243,SN8290612243,51.796539,-3.6993772
,366679,218887,SO6667918887,51.867557,-2.485337
,473543,138648,SU7354338648,51.142384,-0.95010169
,617755,163087,TR1775563087,51.32518,1.124023
,393461,161735,ST9346161735,51.35465,-2.0952903
,340122,161010,ST4012261010,51.345003,-2.8610923
,430420,261470,SP3042061470,52.250572,-1.5558259
,329049,348801,SJ2904948801,53.031766,-3.0594408
,294767,178755,SS9476778755,51.497907,-3.5173651
,359691,145698,ST5969145698,51.209057,-2.5784149
,129401,538723,NW2940138723,54.670692,-6.1985332
,486859,381401,SK8685981401,53.322417,-0.69746257
,645184,287900,TM4518487900,52.43404,1.6055394
,499291,347452,SK9929147452,53.015172,-0.52141125
,439658,210754,SP3965810754,51.794038,-1.4263735
,454388,239937,SP5438839937,52.055157,-1.2082102
,517966,117273,TQ1796617273,50.942839,-0.32227905
,516559,117631,TQ1655917631,50.946343,-0.3421824
,626626,322780,TG2662622780,52.755071,1.3569171
,444310,143340,SU4431043340,51.187576,-1.3673667
,235727,80988,SX3572780988,50.605426,-4.322867
,195027,70983,SW9502770983,50.502685,-4.891827
,198444,70952,SW9844470952,50.503593,-4.8436884
,525681,296267,TL2568196267,52.549749,-0.14787573
,169711,21226,SW6971121226,50.046506,-5.2179637
,175993,29329,SW7599329329,50.121671,-5.1351067
,177775,47586,SW7777547586,50.286292,-5.1209002
,198252,50490,SW9825250490,50.319736,-4.8353923
,192281,69666,SW9228169666,50.489889,-4.9297643
,191590,53161,SW9159053161,50.341407,-4.9303249
,232612,103213,SS3261203213,50.804231,-4.3769296
,600459,290384,TM0045990384,52.474562,0.95012119
,205819,68052,SX0581968052,50.480036,-4.738308
,460822,230982,SP6082230982,51.973987,-1.115975
,551488,271214,TL5148871214,52.31813,0.22109477
,186644,63197,SW8664463197,50.429767,-5.0054319
,513524,320915,TF1352420915,52.7739,-0.31860167
,424785,207101,SP2478507101,51.762048,-1.6422813
,265395,137979,SS6539537979,51.125232,-3.9248622
,439007,88241,SZ3900788241,50.692516,-1.449124
,200842,61987,SX0084261987,50.423888,-4.8051437
,227112,91567,SX2711291567,50.697983,-4.4494399
,445171,100816,SU4517100816,50.805146,-1.3603244
,190018,70255,SW9001870255,50.494372,-4.9619538
,235160,70069,SX3516070069,50.507153,-4.3260362
,182301,54328,SW8230154328,50.348526,-5.0613521
,192127,62214,SW9212762214,50.422906,-4.9277944
,377194,88984,SY7719488984,50.700046,-2.3242894
,300002,193239,ST0000293239,51.629048,-3.4461021
,305519,115583,ST0551915583,50.931931,-3.3458578
,432479,145878,SU3247945878,51.211189,-1.5364159
,491253,104998,SU9125304998,50.837327,-0.70544702
,229006,92956,SX2900692956,50.711023,-4.4232904
,423437,143998,SU2343743998,51.194725,-1.6659796
,334144,98155,SY3414498155,50.779216,-2.9354474
,359176,151234,ST5917651234,51.258797,-2.5864195
,336362,108657,ST3636208657,50.873892,-2.9058183
,324580,185321,ST2458085321,51.561704,-3.0893911
,486859,381401,SK8685981401,53.322417,-0.69746257
,413565,329410,SK1356529410,52.862008,-1.7999614
,336926,189507,ST3692689507,51.600856,-2.9120697
,509003,130058,TQ0900330058,51.059525,-0.44596896
,454564,245985,SP5456445985,52.109509,-1.2046782
,246569,61623,SX4656961623,50.434355,-4.1618
,204725,58885,SX0472558885,50.397328,-4.7489315
,459993,323231,SK5999323231,52.803307,-1.1115516
,370149,127237,ST7014927237,51.043704,-2.4271764
,307778,117118,ST0777817118,50.946097,-3.3141099
,202869,63790,SX0286963790,50.440768,-4.7775912
,392823,94543,SY9282394543,50.750442,-2.1030985
,622513,338865,TG2251338865,52.901134,1.3070323
,252330,131541,SS5233031541,51.064159,-4.1087948
,572387,251110,TL7238751110,52.131404,0.5171698
,418743,194942,SU1874394942,51.65296,-1.730475
,233642,74030,SX3364274030,50.542315,-4.3491924
,176400,49603,SW7640049603,50.303885,-5.1413652
,221747,87585,SX2174787585,50.660588,-4.5234098
,187717,228957,SM8771728957,51.918566,-5.0883019
,196753,220959,SM9675320959,51.850125,-4.9523857
,364039,143602,ST6403943602,51.190502,-2.5159644
,159932,39974,SW5993239974,50.210963,-5.3661108
,629977,259437,TM2997759437,52.185199,1.362827
,320819,114679,ST2081914679,50.92611,-3.1279882
,158256,36251,SW5825636251,50.176857,-5.3871896
,250572,140713,SS5057240713,51.146122,-4.1376651
,336700,115500,ST3670015500,50.935456,-2.902204
,573020,160827,TQ7302060827,51.320237,0.48158131
,359296,288893,SO5929688893,52.496415,-2.600985
,182941,59990,SW8294159990,50.399609,-5.0556374
,235435,99648,SX3543599648,50.773008,-4.3353041
,364775,145212,ST6477545212,51.205024,-2.5055915
,333726,349750,SJ3372649750,53.040896,-2.9899065
,220734,102650,SS2073402650,50.795618,-4.5450549
,583587,214798,TL8358714798,51.801683,0.66121862
,307546,109156,ST0754609156,50.874481,-3.3153917
,277641,107308,SS7764107308,50.852308,-3.7396204
,393506,162624,ST9350662624,51.362644,-2.0946606
,363439,153553,ST6343953553,51.279938,-2.5255686
,374868,86689,SY7486886689,50.679312,-2.3570674
,549558,363539,TF4955863539,53.148001,0.23482971
,202885,226177,SN0288526177,51.899181,-4.8664566
,271309,127777,SS7130927777,51.034902,-3.8367639
,231356,67125,SX3135667125,50.479616,-4.3783046
,185976,53140,SW8597653140,50.339204,-5.0090974
,224225,92272,SX2422592272,50.703451,-4.4906144
,238472,102820,SS3847202820,50.802364,-4.2936642
,189837,206570,SM8983706570,51.718375,-5.0439337
,202672,60536,SX0267260536,50.411472,-4.7786497
,198285,78122,SW9828578122,50.567938,-4.8498087
,191629,52065,SW9162952065,50.331577,-4.9291716
,339461,129049,ST3946129049,51.057575,-2.8651799
,345196,128763,ST4519628763,51.055581,-2.783315
,233249,103010,SS3324903010,50.802591,-4.3678053
,249891,124902,SS4989124902,51.003869,-4.1408242
,176498,48238,SW7649848238,50.291665,-5.1391835
,407876,192091,SU0787692091,51.627581,-1.8876158
,572146,220468,TL7214620468,51.856249,0.49827928
,251218,119059,SS5121819059,50.951708,-4.1195318
,194473,233813,SM9447333813,51.964701,-4.9931104
,368922,181730,ST6892281730,51.533613,-2.4494384
,497610,306126,SK9761006126,52.644102,-0.55880252
,302489,171132,ST0248971132,51.430772,-3.4040552
,445200,101300,SU4520001300,50.809496,-1.3598535
,453433,216448,SP5343316448,51.844084,-1.2257805
,562344,302319,TF6234402319,52.59442,0.39534027
,573913,298817,TL7391398817,52.559394,0.56412327
,487557,339761,SK8755739761,52.948099,-0.69834524
,401847,140200,SU0184740200,51.161047,-1.9749672
,334135,147772,ST3413547772,51.225323,-2.9445939
,363615,85472,SY6361585472,50.667771,-2.5162102
,462948,157606,SU6294857606,51.314093,-1.0982084
,369416,152710,ST6941652710,51.272711,-2.4398054
,494122,345265,SK9412245265,52.996451,-0.59907128
,546683,363395,TF4668363395,53.147506,0.19180978
,353748,230751,SO5374830751,51.973292,-2.6747238
,511107,130810,TQ1110730810,51.065882,-0.4157276
,577721,311630,TF7772111630,52.67323,0.62711802
,587463,319985,TF8746319985,52.744971,0.77578647
,640162,279467,TM4016279467,52.360598,1.52577
,444604,193209,SU4460493209,51.635927,-1.3569028
,636663,278367,TM3666378367,52.352248,1.4737095
,190555,55377,SW9055555377,50.360942,-4.9460827
,218627,217644,SN1862717644,51.827891,-4.6334384
,274991,59302,SX7499159302,50.420238,-3.7610426
,459052,218811,SP5905218811,51.864763,-1.1438225
,456522,91466,SZ5652291466,50.72008,-1.2006853
,378118,112656,ST7811812656,50.91295,-2.3126247
,419764,188194,SU1976488194,51.592253,-1.7160956
,392426,191961,ST9242691961,51.626413,-2.1108119
,176618,49601,SW7661849601,50.30395,-5.1383075
,599732,169890,TQ9973269890,51.392883,0.86952211
,230442,91828,SX3044291828,50.701309,-4.402452
,252587,106849,SS5258706849,50.842336,-4.0951239
,368446,356533,SJ6844656533,53.10505,-2.4727661
,413600,235700,SP1360035700,52.019557,-1.8032258
,436126,236972,SP3612636972,52.029988,-1.474843
,561191,321253,TF6119121253,52.764826,0.38759312
,300756,111313,ST0075611313,50.892744,-3.4124521
,413114,179071,SU1311479071,51.510417,-1.812427
,563237,267275,TL6323767275,52.279383,0.39140265
,520021,281612,TL2002181612,52.41934,-0.23658034
,230310,99817,SX3031099817,50.773049,-4.4079998
,438011,347647,SK3801147647,53.024771,-1.4347444
,438250,349295,SK3825049295,53.039567,-1.4309865
,437351,348648,SK3735148648,53.033815,-1.4444683
,297241,120444,SS9724120444,50.974211,-3.4649898
,369602,148085,ST6960248085,51.231135,-2.4367448
,440058,242501,SP4005842501,52.079426,-1.4168872
,401236,194295,SU0123694295,51.64745,-1.9835337
,336338,215519,SO3633815519,51.834636,-2.9253203
,342716,148091,ST4271648091,51.229118,-2.8217764
,398727,142115,ST9872742115,51.178268,-2.0195916
,315819,123804,ST1581923804,51.007438,-3.2012285
,648509,277624,TM4850977624,52.340346,1.6467325
,484930,347958,SK8493047958,53.022187,-0.73528255
,645184,288436,TM4518488436,52.43885,1.6059324
,179708,49721,SW7970849721,50.30619,-5.0950523
,510532,342920,TF1053242920,52.97225,-0.35547163
,367250,313787,SJ6725013787,52.720735,-2.4863044
,590071,274942,TL9007174942,52.339615,0.78860816
,461387,89012,SZ6138789012,50.697522,-1.1321842
,240028,52879,SX4002852879,50.354032,-4.2501045
,189927,53184,SW8992753184,50.341022,-4.9536765
,409618,105289,SU0961805289,50.847044,-1.8647536
,460993,90461,SZ6099390461,50.710592,-1.1375232
,565725,187731,TQ6572587731,51.564106,0.38957791
,342751,135160,ST4275135160,51.112859,-2.8192119
,198922,217459,SM9892217459,51.819484,-4.9189035
,522746,277158,TL2274677158,52.378714,-0.19816315
,595301,170696,TQ9530170696,51.401663,0.80635792
,464724,109837,SU6472409837,50.884407,-1.0812796
,519401,251547,TL1940151547,52.14931,-0.25633164
,439797,259354,SP3979759354,52.230953,-1.4187263
,475706,367774,SK7570667774,53.201661,-0.86809991
,497610,306126,SK9761006126,52.644102,-0.55880252
,522290,145009,TQ2229045009,51.191229,-0.25139349
,202911,217724,SN0291117724,51.823285,-4.8612555
,601943,125385,TR0194325385,50.992424,0.87625046
,242671,62588,SX4267162588,50.441994,-4.2170495
,586656,332974,TF8665632974,52.861878,0.77125568
,614665,237965,TM1466537965,51.99861,1.1256982
,260143,211806,SN6014311806,51.78738,-4.0290808
,311687,93382,SY1168793382,50.733315,-3.252753
,548479,314975,TF4847914975,52.712071,0.19650661
,409055,182523,SU0905582523,51.541534,-1.8708271
,497086,101635,SU9708601635,50.806146,-0.62352409
,221230,102488,SS2123002488,50.794316,-4.5379454
,282372,178754,SS8237278754,51.495452,-3.6958459
,501045,268135,TL0104568135,52.302051,-0.51955513
,131013,531722,NW3101331722,54.608805,-6.1671711
,525944,144597,TQ2594444597,51.186734,-0.19927584
,312810,167042,ST1281067042,51.395689,-3.2546243
,415272,309606,SK1527209606,52.683936,-1.7755239
,474827,153523,SU7482753523,51.27595,-0.92865266
,415990,309615,SK1599009615,52.683996,-1.7649025
,369563,294380,SO6956394380,52.546412,-2.4502659
,258281,200175,SN5828100175,51.682403,-4.0513184
,459770,316156,SK5977016156,52.739738,-1.1161475
,253005,120813,SS5300520813,50.967929,-4.0948182
,210935,62242,SX1093562242,50.429517,-4.6633485
,363500,139046,ST6350039046,51.149502,-2.5232128
,197848,58800,SW9784858800,50.394239,-4.8455225
,589450,151072,TQ8945051072,51.227391,0.71192623
,444299,192928,SU4429992928,51.633425,-1.361345
,471765,370062,SK7176570062,53.222769,-0.92657328
,572611,296975,TL7261196975,52.543265,0.54397956
,454932,109261,SU5493209261,50.88024,-1.2205502
,575573,274729,TL7557374729,52.34253,0.57592532
,307823,169675,ST0782369675,51.418568,-3.3269706
,195504,54111,SW9550454111,50.351312,-4.875908
,580030,202417,TL8003002417,51.691635,0.60328492
,547402,362881,TF4740262881,53.142691,0.20231562
,227279,248567,SN2727948567,52.108387,-4.5235808
,250572,140713,SS5057240713,51.146122,-4.1376651
,554783,224944,TL5478324944,51.901543,0.24838272
,534472,225009,TL3447225009,51.907395,-0.04661551
,411771,127679,SU1177127679,51.048342,-1.8334555
,441630,189754,SU4163089754,51.605091,-1.4002817
,441459,194821,SU4145994821,51.65066,-1.4021524
,408374,180086,SU0837480086,51.519633,-1.8807038
,555282,256460,TL5528256460,52.184532,0.26993283
,347036,130048,ST4703630048,51.067308,-2.757253
,433028,475596,SE3302875596,54.175096,-1.4955211
,434613,556860,NZ3461356860,54.905266,-1.461719
,427233,144461,SU2723344461,51.198721,-1.6116221
,493192,217705,SP9319217705,51.850171,-0.64844362
,463974,336042,SK6397436042,52.917997,-1.0499982
,339859,403536,SD3985903536,53.52503,-2.9086482
,279736,52872,SX7973652872,50.363429,-3.6922218
,276015,68671,SX7601568671,50.504672,-3.7497414
,450772,150312,SU5077250312,51.249726,-1.2739269
,362355,138696,ST6235538696,51.14628,-2.5395452
,414571,180637,SU1457180637,51.524462,-1.7913683
,485502,270555,SP8550270555,52.326439,-0.74682108
,295957,170244,SS9595770244,51.421627,-3.4977216
,447160,330389,SK4716030389,52.86892,-1.3008567
,248058,141648,SS4805841648,51.153861,-4.1739737
,531033,274808,TL3103374808,52.355681,-0.077407963
,354819,101221,ST5481901221,50.808769,-2.6426019
,528600,306400,TF2860006400,52.640112,-0.10091818
,523900,306500,TF2390006500,52.642103,-0.17030042
,523600,300300,TF2360000300,52.586463,-0.17704732
,573903,340478,TF7390340478,52.933533,0.58604345
,296710,124577,SS9671024577,51.011269,-3.4737269
,231050,58450,SX3105058450,50.401581,-4.3787009
,432987,134363,SU3298734363,51.107621,-1.5301959
,384027,104272,ST8402704272,50.837753,-2.2282059
,535036,248586,TL3503648586,52.119107,-0.029133691
,409627,241319,SP0962741319,52.070158,-1.8609656
,276557,193490,SS7655793490,51.626644,-3.7847484
,485184,250544,SP8518450544,52.146625,-0.75652221
,366850,762000,NO6685062000,56.74844,-2.5436485
,471748,216610,SP7174816610,51.843491,-0.95993079
,253079,103374,SS5307903374,50.811233,-4.0867475
,450270,304950,SK5027004950,52.639974,-1.2585516
,345000,162550,ST4500062550,51.359343,-2.7913019
,571750,112773,TQ7175012773,50.888912,0.44052327
,643920,288420,TM4392088420,52.439271,1.5873633
,405573,244904,SP0557344904,52.102444,-1.9200516
,360000,388000,SJ6000088000,53.387316,-2.6028788
,602000,243000,TM0200043000,52.048566,0.94444292
,608000,255000,TM0800055000,52.154084,1.0391325
,303612,173658,ST0361273658,51.45367,-3.388595
,193895,54659,SW9389554659,50.355673,-4.8987947
,177804,47967,SW7780447967,50.289724,-5.1207177
,358160,109979,ST5816009979,50.887773,-2.5961908
,436715,241041,SP3671541041,52.066531,-1.4658224
,277876,190467,SS7787690467,51.599764,-3.7646486
,464223,359525,SK6422359525,53.12903,-1.0416302
,384311,87689,SY8431187689,50.688638,-2.2234606
,344570,127344,ST4457027344,51.042762,-2.7920281
,377815,128359,ST7781528359,51.054142,-2.3178983
,563692,145682,TQ6369245682,51.186928,0.34091862
,534281,243106,TL3428143106,52.070051,-0.042310903
,431648,93476,SZ3164893476,50.740037,-1.5528574
,445170,192892,SU4517092892,51.633032,-1.3487659
,629728,302939,TG2972802939,52.575712,1.3889818
,483454,267948,SP8345467948,52.303321,-0.77751033
,468701,384064,SK6870184064,53.349013,-0.96943419
,577359,231733,TL7735931733,51.955798,0.57968743
,560421,263930,TL6042163930,52.250164,0.34857325
,363842,182442,ST6384282442,51.539711,-2.5227461
,399330,141762,ST9933041762,51.175095,-2.0109645
,477308,408030,SE7730808030,53.563201,-0.8342843
,446272,118254,SU4627218254,50.961859,-1.3424983
,549288,109798,TQ4928809798,50.868415,0.12020228
,531544,249533,TL3154449533,52.128457,-0.079739256
,430374,175829,SU3037475829,51.480607,-1.5640035
,603950,219950,TM0395019950,51.840893,0.95917807
,554329,107032,TQ5432907032,50.842238,0.19062117
,384872,167858,ST8487267858,51.40954,-2.2188949
,593719,165447,TQ9371965447,51.355064,0.78078342
,596397,144740,TQ9639744740,51.168176,0.80783404
,433420,492119,SE3342092119,54.323561,-1.4876802
,494122,345265,SK9412245265,52.996451,-0.59907128
,491216,220825,SP9121620825,51.878541,-0.67629999
,321208,720222,NO2120820222,56.367719,-3.2770806
,452340,90642,SZ5234090642,50.713061,-1.2600378
,446107,190207,SU4610790207,51.608816,-1.3355813
,435855,111211,SU3585511211,50.899269,-1.4915111
,512827,219270,TL1282719270,51.860617,-0.36298698
,296708,203386,SN9670803386,51.719655,-3.4966787
,507459,231884,TL0745931884,51.975044,-0.43697443
,501325,173097,TQ0132573097,51.447806,-0.54331657
,551679,270919,TL5167970919,52.315427,0.22376181
,536451,236258,TL3645136258,52.00799,-0.013402132
,232248,235208,SN3224835208,51.989921,-4.4445323
,505923,219056,TL0592319056,51.860046,-0.46326882
,266581,138617,SS6658138617,51.131243,-3.9081609
,385003,177211,ST8500377211,51.493641,-2.217411
,414576,194495,SU1457694495,51.649063,-1.7907253
,606014,227776,TM0601427776,51.910403,0.99376224
,503736,254248,TL0373654248,52.176746,-0.48436303
,624478,152058,TR2447852058,51.223554,1.2134354
,500650,268200,TL0065068200,52.302708,-0.52532648
,612862,218208,TM1286218208,51.821931,1.0872776
,259473,209981,SN5947309981,51.770814,-4.0380487
,342667,161552,ST4266761552,51.350139,-2.8246438
,265507,202009,SN6550702009,51.700661,-3.947571
,240035,52453,SX4003552453,50.350206,-4.2498251
,417391,331610,SK1739131610,52.881675,-1.7430173
,411771,127679,SU1177127679,51.048342,-1.8334555
,485215,96787,SZ8521596787,50.764426,-0.79307702
,255174,51965,SX5517451965,50.349741,-4.0369935
,615682,231393,TM1568231393,51.939218,1.1363643
,540136,144342,TQ4013644342,51.181142,0.003568658
,570430,271632,TL7043071632,52.316335,0.49893832
,586903,212277,TL8690312277,51.777944,0.70789717
,553171,108530,TQ5317108530,50.856006,0.17481241
,277150,61350,SX7715061350,50.439104,-3.7313379
,349814,438915,SD4981438915,53.84404,-2.7642385
,496214,102475,SU9621402475,50.813843,-0.6356758
,495593,374886,SK9559374886,53.262371,-0.56834205
,422892,243330,SP2289243330,52.087851,-1.6673118
,386848,152850,ST8684852850,51.274643,-2.1899254
,587308,165542,TQ8730865542,51.358065,0.68887007
,206175,68428,SX0617568428,50.483532,-4.7334913
,388420,90356,SY8842090356,50.712718,-2.1653773
,404515,187745,SU0451587745,51.588541,-1.9362251
,264728,200461,SN6472800461,51.686564,-3.9582356
,481460,251327,SP8146051327,52.154224,-0.81074493
,616492,229433,TM1649229433,51.921308,1.1468971
,299889,96705,SX9988996705,50.761273,-3.4207823
,492596,274532,SP9259674532,52.361033,-0.64166382
,389437,243352,SO8943743352,52.088414,-2.1555794
,632795,162120,TR3279562120,51.310548,1.3388785
,287791,181659,SS8779181659,51.522665,-3.6187438
,437820,144233,SU3782044233,51.19607,-1.460131
,301013,96534,SY0101396534,50.759928,-3.4048049
,319137,193566,ST1913793566,51.635067,-3.1697973
,549406,250809,TL4940650809,52.135385,0.18156748
,492213,104099,SU9221304099,50.829093,-0.69204333
,536677,316760,TF3667716760,52.731214,0.022666408
,353827,179649,ST5382779649,51.513867,-2.6667733
,351460,340636,SJ5146040636,52.960883,-2.7240644
,444216,303818,SK4421603818,52.630324,-1.3481613
,363238,182360,ST6323882360,51.538935,-2.531446
,467064,246060,SP6706446060,52.108811,-1.0221661
,536397,237730,TL3639737730,52.02123,-0.013602577
,336421,310318,SJ3642110318,52.686803,-2.9420075
,495586,343012,SK9558643012,52.975946,-0.57793066
,345678,288418,SO4567888418,52.490956,-2.801477
,401072,172471,SU0107272471,51.451222,-1.9859634
,587510,217512,TL8751017512,51.824756,0.71951442
,587510,217512,TL8751017512,51.824756,0.71951442
,462034,157344,SU6203457344,51.311837,-1.1113662
,610859,251069,TM1085951069,52.11771,1.0784248
,373269,144417,ST7326944417,51.198338,-2.3839525
,369613,127790,ST6961327790,51.048648,-2.4348684
,608480,137870,TR0848037870,51.102211,0.97645119
,314932,543374,NY1493243374,54.778039,-3.3240737
,181089,49385,SW8108949385,50.303687,-5.075493
,173927,37998,SW7392737998,50.198734,-5.1691105
,225875,59256,SX2587559256,50.407311,-4.451824
,468636,169185,SU6863669185,51.417535,-1.0143777
,357121,209434,SO5712109434,51.781916,-2.6229691
,229109,105236,SS2910905236,50.821383,-4.4275394
,513835,376615,TF1383576615,53.27431,-0.29436426
,335530,142499,ST3553042499,51.178074,-2.9236709
,395765,94289,SY9576594289,50.748188,-2.061393
,463336,337992,SK6333637992,52.9356,-1.0591055
,503422,385353,TF0342285353,53.354954,-0.44760794
,527936,423997,TA2793623997,53.696748,-0.063734967
,372598,176745,ST7259876745,51.488983,-2.3960547
,321134,476090,SD2113476090,54.174513,-3.2096994
,397764,250587,SO9776450587,52.153559,-2.0340979
,388770,164574,ST8877064574,51.380103,-2.1627459
,402353,163586,SU0235363586,51.371328,-1.9675848
,517330,142513,TQ1733042513,51.169834,-0.3231527
,442789,123431,SU4278923431,51.008678,-1.3914822
,424971,206886,SP2497106886,51.760107,-1.6396017
,193490,54417,SW9349054417,50.353357,-4.9043477
,634527,165873,TR3452765873,51.343526,1.3661523
,443442,194093,SU4344294093,51.643966,-1.3735823
,384892,164588,ST8489264588,51.380138,-2.2184671
,398731,338883,SJ9873138883,52.94733,-2.0203324
